None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108019840|XP_016943361.1|DSUZ	398.3	234.6	344.4	236.9	210.3	243.4	234.6	384.4	0	644.8	565.5	834.7	660.2	605.1	707.2	783.5	793.1	587.8	632.1	569.3	735.7	780.0	648.6500000000001	582.0	588.6	616.3	627.9	647.1	191.0	654.4	687.6	718.8	781.6	876.7	812.0	613.2	636.0	760.0	69.7	201.1	234.6	219.9	0	233.8	205.3	198.7	611.7	242.3	221.9	782.7
LOC108009613|XP_016929588.1|DSUZ	80.5	0	70.5	0	65.1	0	0	0	0	213.0	144.4	293.9	207.2	169.9	256.5	221.1	263.8	158.7	189.9	152.5	201.8	226.9	200.3	108.65	150.6	153.3	196.8	206.5	70.5	206.5	189.7	191.8	223.0	329.7	262.3	155.6	157.9	219.2	73.6	74.3	0	0	0	0	70.9	69.3	139.4	80.1	71.6	220.7
LOC108014069|XP_016935577.1|DSUZ	0	0	0	0	0	0	0	0	0	122.9	79.0	134.8	120.9	79.7	125.2	123.6	135.6	84.7	81.3	85.9	120.6	124.4	102.8	80.9	85.9	68.9	107.1	104.4	0	102.8	125.9	120.6	122.9	141.7	131.0	81.6	82.4	124.8	0	0	0	0	0	0	0	0	66.2	0	0	122.9
LOC108006250|XP_016925190.1|DSUZ	0	0	0	0	0	0	0	0	0	65.5	0	138.7	62.0	0	105.1	96.3	110.5	0	0	0	0	99.0	0	0	0	0	0	0	0	0	112.1	50.8	101.7	154.5	127.1	0	0	106.7	0	0	0	0	0	0	0	0	0	0	0	104.8
LOC108008931|XP_016928331.1|DSUZ	0	0	0	0	0	0	0	0	0	99.8	0	182.6	97.1	50.1	136.0	140.6	112.5	63.9	42.0	59.7	119.8	149.8	49.7	58.2	62.4	64.3	65.1	48.1	0	47.0	128.3	110.9	146.7	211.1	139.8	58.9	0	143.7	0	0	0	0	0	0	0	0	0	0	0	137.1
LOC108019723|XP_016943127.1|DSUZ	1066.25	887.5	1007.7	943.7	654.1	818.9	942.2	563.6999999999999	917.5	2624.7	2004.2	3110.9	2664.0	1845.1	3012.6	2964.1	3045.8	1837.4	2203.7	2014.2	2412.5	3029.6	1834.3500000000001	1999.6	2001.1	1959.1	2170.6	2222.6	631.7	2217.2	2942.5	2450.6	2988.4	3318.9	2982.2	1978.8	2211.4	3006.9	310.65	635.6	869.4	744.2	859.0	884.05	0	138.49999999999997	2145.9	918.3	555.05	2951.0
LOC108015134|XP_016936891.1|DSUZ	152.9	122.1	156.4	0	188.7	177.6	0	206.5	134.8	404.1	169.65	527.7	432.2	344.7	459.9	479.9	467.2	352.1	405.2	327.0	447.2	505.4	401.0	338.2	338.6	346.7	387.9	401.4	189.1	404.8	343.8	451.1	501.1	545.0	517.3	349.7	374.8	484.6	188.7	183.0	0	125.9	126.7	119.4	194.9	194.9	346.7	240.0	192.2	502.7
LOC108009098|XP_016928651.1|DSUZ	464.5	368.2	465.7	377.5	363.2	0	371.3	469.55	356.1	682.9	609.4	756.5	691.8	625.5	677.6	668.3	743.4	620.2	668.7	609.4	688.0	679.1	647.1	604.4	607.4	615.5	664.1	638.6	368.6	641.0	673.3	701.8	678.3	780.8	674.9	623.2	637.1	686.8	361.7	357.1	370.9	253.8	392.1	382.1	362.5	369.0	600.1	366.7	361.7	676.8
LOC108009596|XP_016929557.1|DSUZ	0	0	80.1	0	0	0	0	175.6	0	2293.5	1726.8	3303.8	2320.8	1501.1	2760.7	2806.5	2929.8	805.85	2075.4	1745.3	2366.3	2791.5	2010.5500000000002	1747.3	1738.8	1772.3	2063.5	2033.8	73.2	2022.7	2961.0	545.6600000000001	2700.6	3718.3	2976.8	1811.6	1956.0	2795.4	94.7	93.6	0	0	0	0	99.0	75.1	1691.0	123.6	102.8	2696.4
LOC108010825|XP_016931276.1|DSUZ	1193.7	345.5	1009.2	345.9	154.5	276.9	345.1	1031.6	0	3311.5	2965.3	3992.2	3415.9	2813.5	3750.7	3760.7	3758.8	2986.8	3510.7	2949.1	3277.3	3743.4	3375.1	2994.1	2960.6	3075.8	3500.7	3444.8	125.2	3449.8	3798.4	3345.4	3758.0	4124.3	3892.4	3078.1	2835.4	3796.5	159.8	0	192.95	204.5	0	355.9	134.8	181.0	2915.6	163.7	131.0	3779.9
LOC108009116|XP_016928681.1|DSUZ	168.7	165.2	171.0	162.2	152.5	148.3	162.5	163.7	161.0	196.1	223.4	272.7	217.6	194.1	252.3	251.1	258.8	214.5	251.1	224.2	260.8	239.2	248.1	223.4	223.4	211.8	235.3	231.1	147.1	248.1	263.1	257.7	258.8	272.7	268.5	210.7	203.8	259.6	154.1	154.8	156.0	143.3	162.2	162.9	152.5	102.23333333333333	221.1	162.2	149.4	258.8
LOC108013242|XP_016934477.1|DSUZ	0	0	0	0	0	0	0	0	0	234.6	117.9	345.1	233.4	134.4	303.9	304.3	304.7	146.4	195.3	169.9	233.8	293.9	183.7	159.5	162.5	177.6	194.5	184.9	0	184.9	310.1	231.1	302.8	411.4	338.2	176.0	179.1	302.8	0	0	0	0	0	0	0	0	145.2	0	0	303.1
LOC108006025|XP_016924958.1|DSUZ	157.9	134.4	165.2	123.6	148.7	131.7	115.2	144.4	109.0	300.1	242.7	322.4	299.7	259.2	306.2	302.8	315.5	254.2	282.3	253.8	313.5	301.2	289.3	245.0	249.6	254.2	281.2	289.3	128.3	289.3	310.1	312.8	306.6	338.2	317.8	265.8	253.8	311.2	152.1	0	120.6	130.6	136.3	153.3	153.7	161.4	252.7	176.0	161.4	305.4
LOC108008167|XP_016927446.1|DSUZ	0	0	0	0	0	0	0	0	0	117.1	58.5	183.3	120.9	0	152.1	157.5	147.1	0	0	54.3	111.7	151.0	87.4	58.5	55.5	0	97.8	0	0	72.8	155.2	124.0	130.6	211.1	162.5	0	0	155.2	0	0	0	0	0	0	0	0	0	0	0	129.8
LOC108004690|XP_016923187.1|DSUZ	766.15	895.2	0	874.8	796.2	849.7	874.8	991.9	803.5	1537.3	1414.4	1619.0	1539.2	1372.8	1585.5	1588.9	1604.3	1389.4	1501.5	1412.9	1558.5	1590.5	1484.9	1414.1	1420.6	1437.6	1497.6	1487.2	773.9	1484.2	1595.1	1558.1	1569.3	1649.8	1575.8	1439.9	1344.3	1587.4	185.45	787.3	880.6	469.5	875.9	900.6	773.5	761.5	1439.1	954.9	771.2	1593.6
LOC108009988|XP_016930251.1|DSUZ	0	0	0	0	0	0	0	0	0	135.2	146.4	535.8	119.39999999999999	56.8	418.3	458.0	494.6	98.4	0	88.6	223.8	419.5	129.4	146.4	151.8	146.4	132.1	123.6	0	127.1	417.9	253.8	454.1	668.7	89.4	143.7	0	429.5	0	0	0	0	0	0	0	0	0	0	0	444.5
LOC108017732|XP_016940330.1|DSUZ	0	0	0	0	0	0	0	0	0	239.2	55.1	402.1	221.1	0	333.6	341.3	346.3	0	228.0	0	223.0	278.1	218.8	54.3	55.8	0	200.3	215.3	0	210.3	291.95000000000005	250.4	293.9	564.3	373.6	0	0	305.1	0	0	0	0	0	0	0	0	0	0	0	325.9
LOC108014370|XP_016935951.1|DSUZ	0	0	0	0	0	0	0	0	0	43.9	0	95.1	43.9	0	109.0	109.0	100.9	0	0	0	0	77.4	0	0	0	0	0	0	0	0	74.3	42.7	104.0	118.2	109.4	0	0	104.8	0	0	0	0	0	0	0	0	0	0	0	104.0
LOC108005783|XP_016924601.1|DSUZ	170.2	135.6	156.75	149.8	159.5	128.3	151.4	152.5	145.2	252.7	219.5	280.0	250.8	216.9	266.2	240.0	268.9	190.64999999999998	218.0	222.6	248.4	249.2	214.2	219.2	221.9	219.2	215.3	213.8	156.4	214.5	260.8	246.1	250.0	282.3	261.5	219.2	228.4	237.7	155.2	153.7	137.1	126.3	143.7	141.7	159.1	79.83333333333333	221.5	163.7	156.0	251.9
LOC108012935|XP_016933960.1|DSUZ	55.1	41.6	0	58.5	52.8	0	42.7	68.6	46.2	198.0	146.0	228.0	199.1	166.0	207.6	203.0	220.3	155.6	189.1	147.1	181.0	211.1	191.8	146.0	142.5	146.4	193.4	191.8	58.2	0	219.5	196.4	218.8	241.1	155.6	148.7	181.8	220.3	61.2	0	41.2	0	51.2	0	0	0	157.9	0	0	219.9
LOC108005724|XP_016924540.1|DSUZ	0	0	53.5	0	0	0	0	0	0	123.2	79.7	172.6	127.9	58.5	166.4	173.3	169.5	68.2	94.7	69.3	145.2	169.5	75.9	82.8	78.2	73.9	93.2	68.2	0	68.2	130.75	147.9	171.8	187.6	170.6	74.7	98.2	173.3	0	0	0	0	0	0	0	0	95.9	0	0	172.9
LOC108014143|XP_016935663.1|DSUZ	155.6	109.8	139.8	105.1	138.3	99.4	97.1	124.8	109.0	259.2	246.5	290.0	262.7	256.9	273.1	278.1	281.6	250.4	251.5	248.4	267.7	273.5	259.2	245.4	246.5	249.6	258.5	257.7	132.1	259.2	288.1	266.9	274.2	297.7	279.3	252.3	248.4	278.9	138.7	149.1	109.8	131.0	97.8	102.8	139.0	0	247.7	127.1	125.9	275.4
LOC108007368|XP_016926509.1|DSUZ	0	0	0	0	0	0	0	0	0	688.7	345.5	867.8	703.0	317.0	747.3	809.3	826.6	298.5	681.0	420.6	638.6	800.8	608.2	352.4	353.6	412.9	613.6	694.9	0	604.4	773.9	610.1	812.0	915.6	718.0	340.1	497.3	817.0	0	0	0	0	0	0	0	0	394.4	0	0	812.0
LOC108015397|XP_016937305.1|DSUZ	479.9	367.9	430.6	349.0	306.2	374.0	369.4	449.1	370.2	771.5	600.1	794.3	772.7	695.7	781.9	778.5	786.6	716.5	748.4	602.6500000000001	767.3	782.7	570.9749999999999	600.55	602.25	716.5	749.2	740.0	317.8	534.7166666666666	785.8	763.8	786.9	803.1	797.7	713.8	729.6	785.4	318.9	151.39999999999998	374.8	306.6	381.3	370.9	298.5	295.4	637.1	424.5	319.7	786.9
LOC108011623|XP_016932297.1|DSUZ	194.7	261.5	261.9	246.9	209.5	208.8	0	261.2	241.5	378.6	359.4	450.7	222.45000000000002	340.5	196.56666666666663	392.9	244.25	354.4	382.5	358.6	234.8	394.0	380.2	360.1	358.6	354.0	378.6	378.3	206.5	379.8	401.0	396.7	396.7	485.7	407.9	352.8	355.5	391.0	208.0	205.3	261.5	228.8	251.9	273.5	223.8	224.2	335.9	266.5	206.1	396.7
LOC108014167|XP_016935690.1|DSUZ	0	0	0	0	0	0	0	0	0	184.1	0	302.4	179.9	0	263.5	281.2	261.9	0	132.1	0	206.1	269.6	137.5	0	0	0	127.9	0	0	137.9	266.2	201.4	269.6	337.0	308.1	0	114.4	275.4	0	0	0	0	0	0	0	0	147.1	0	0	269.6
LOC108019649|XP_016943021.1|DSUZ	0	0	0	0	0	0	0	0	0	141.7	57.8	241.5	125.2	111.3	226.5	214.5	236.5	120.9	162.9	74.3	166.4	226.9	170.65	0	119.8	122.5	86.7	170.2	0	172.2	229.9	154.8	224.6	293.5	249.6	124.0	66.6	215.3	0	0	0	0	0	0	0	0	110.9	0	0	225.7
LOC108016665|XP_016938869.1|DSUZ	0	0	0	0	0	0	0	0	0	0	63.9	88.05000000000001	51.6	0	97.4	80.5	79.35	53.1	77.4	59.7	0	82.05000000000001	72.4	63.9	41.6	0	52.0	72.4	0	72.4	50.25	0	103.2	117.9	87.0	0	63.5	71.45	0	0	0	0	0	0	0	0	40.849999999999994	0	0	59.5
LOC108019146|XP_016942384.1|DSUZ	154.6	176.0	211.8	186.8	217.6	193.4	191.4	219.2	182.2	361.7	351.7	349.4	379.8	349.4	238.25	393.3	230.9	313.5	353.6	357.1	397.9	399.8	382.5	350.9	351.7	366.3	387.5	384.4	215.3	384.0	398.7	366.06666666666666	402.5	421.8	168.06666666666666	367.9	362.8	397.9	171.0	221.9	180.3	0	201.8	182.6	213.4	213.0	340.5	175.6	220.3	401.0
LOC108013158|XP_016934341.1|DSUZ	0	0	0	0	0	0	0	0	0	271.2	218.8	389.0	262.3	183.7	344.0	326.6	322.4	202.2	272.3	215.3	255.4	340.9	294.3	217.6	210.7	207.2	290.0	295.8	0	293.5	349.4	303.5	345.1	447.2	342.8	206.5	201.1	326.2	0	0	0	0	0	0	0	0	169.9	0	0	351.3
LOC108004574|XP_016922999.1|DSUZ	337.8	249.2	346.7	254.6	268.9	238.8	251.1	340.5	0	578.2	540.0	642.5	579.3	541.6	639.4	646.7	650.6	501.9	518.8	536.2	581.6	634.0	518.5	533.5	210.85000000000002	472.6	526.6	521.5	268.5	518.5	644.4	577.8	640.6	652.1	650.6	474.9	498.4	639.4	117.45	276.9	214.2	204.5	0	250.0	278.1	276.9	533.5	209.5	270.8	640.6
LOC108017964|XP_016940728.1|DSUZ	0	0	0	0	0	0	0	0	0	204.5	107.5	203.4	207.2	138.3	203.0	211.5	230.7	112.8	190.7	125.6	199.1	186.0	186.05	107.5	102.4	126.3	197.6	187.6	0	186.4	194.1	211.1	209.1	270.8	218.4	123.6	177.6	201.8	0	0	0	0	0	0	0	0	127.9	0	0	210.7
LOC108008617|XP_016927987.1|DSUZ	470.3	275.8	469.5	244.2	219.5	227.3	265.8	485.0	275.0	1741.5	1523.5	1836.6	1748.8	1471.1	1813.9	1777.3	1812.7	1490.3	1608.2	1535.8	1758.8	1797.7	1602.4	760.5333333333333	1520.0	1517.7	1680.6	1593.2	212.6	1595.5	1805.4	1692.9	1796.9	1874.4	1826.6	1519.2	1521.5	1785.8	227.3	212.2	276.6	204.1	261.5	273.9	220.7	222.6	1392.9	284.6	244.2	1786.2
LOC108012432|XP_016933285.1|DSUZ	251.9	125.6	242.7	121.3	137.5	0	82.8	0	85.9	783.9	594.3	882.1	792.0	572.0	826.6	846.3	827.0	577.4	667.9	592.8	791.6	856.7	663.3	586.6	589.3	612.5	672.75	662.5	134.4	658.3	839.3	790.0	832.8	960.7	858.2	618.6	614.4	865.5	130.6	137.1	110.2	0	110.9	122.9	129.8	134.8	595.1	100.9	123.2	838.6
LOC108014430|XP_016936036.1|DSUZ	809.8333333333334	438.55	971.1	891.3	67.8	847.0	896.7	1009.6	868.6	1597.8	1421.8	1893.2	1611.7	1368.2	1813.9	1724.9	1826.2	1460.3	1536.5	1396.3	1647.1	1700.3	1567.0	1417.5	1416.4	1456.0	1531.5	1569.3	791.6	1569.3	1812.3	1640.2	1816.2	1990.3	1834.7	1459.9	1390.2	962.6	807.4	709.9	887.1	805.4	885.6	870.2	637.1	820.8	1411.7	920.6	810.1	1741.5
LOC108009342|XP_016929119.1|DSUZ	0	147.1	192.2	145.2	175.6	127.9	154.1	142.9	134.0	240.7	152.5	260.4	245.4	225.7	253.4	251.5	250.4	226.1	226.5	222.6	247.3	254.2	217.6	221.1	215.7	227.3	227.6	227.6	170.2	227.6	257.3	247.7	253.4	260.4	256.9	226.5	226.1	255.0	181.4	175.6	153.7	137.9	144.1	152.9	169.5	168.3	225.3	173.3	183.0	253.8
LOC108011462|XP_016932097.1|DSUZ	373.2	371.7	377.5	371.3	385.2	354.4	372.1	403.3	367.1	429.5	421.0	431.8	429.1	419.9	428.3	426.4	431.8	418.3	419.5	421.0	424.5	429.9	420.6	421.0	422.5	413.5	397.9	420.6	369.8	420.6	316.2	424.5	426.8	431.8	426.0	413.5	421.0	426.8	386.0	394.8	372.1	378.3	373.2	371.70000000000005	396.4	281.2	419.9	382.1	397.1	426.8
LOC108009426|XP_016929244.1|DSUZ	1220.7	1000.3	1205.3	1002.7	928.7	882.1	499.6	1212.2	980.3	1548.5	1508.4	1588.5	1545.4	1465.3	895.8000000000001	1531.5	1572.8	1479.5	1534.2	1488.4	1539.6	1563.9	903.0	1506.9	1506.9	1490.7	1142.7	1536.9	783.1	1536.9	1579.7	1553.5	1565.4	1599.3	1577.8	1516.5	1527.7	1568.5	807.7	928.7	1008.1	871.7	984.2	1005.4	877.5	906.7	1514.6	960.7	929.1	1563.5
LOC108005501|XP_016924294.1|DSUZ	0	0	0	0	0	0	0	0	0	237.7	174.9	1575.1	210.7	132.9	706.8	885.6	883.6	94.13333333333333	0	150.2	130.35	749.6	125.2	109.39999999999999	114.75	204.5	0	124.0	0	122.5	909.4	150.2	689.9	2006.5	874.8	200.3	227.6	641.3	0	0	0	0	0	0	0	0	125.0	0	0	710.3
LOC108014812|XP_016936497.1|DSUZ	270.20000000000005	228.8	242.7	221.9	199.5	209.9	230.7	187.15	203.0	673.3	531.9	752.7	648.3	529.6	727.6	713.8	724.9	524.6	624.8	530.4	697.6	704.5	638.6	531.9	535.4	543.9	633.6	639.0	201.4	636.7	717.2	689.5	704.5	766.9	738.8	542.7	548.5	492.5	207.6	145.2	224.9	183.7	214.9	231.1	202.2	202.2	538.1	230.3	201.8	708.0
LOC108020071|XP_016943660.1|DSUZ	296.2	100.1	267.3	113.6	97.1	73.9	109.8	331.6	94.4	1553.5	1274.2	1730.7	1549.3	662.5	1667.9	1635.9	1662.9	1216.8	1419.1	1282.7	1561.6	1654.8	1432.2	1277.3	1277.3	1289.2	1387.9	1426.0	100.9	1425.2	1672.5	1565.8	1650.2	1828.5	1604.0	1288.9	1175.6	1632.1	82.0	94.7	101.3	0	92.4	109.8	94.0	85.1	1280.8	88.6	91.7	1679.8
LOC108004799|XP_016923340.1|DSUZ	108.2	70.45	118.6	72.8	105.55	75.1	57.0	87.4	80.9	171.0	160.2	179.5	171.0	171.4	179.1	177.6	178.3	163.3	170.2	158.3	168.7	179.5	172.6	160.6	161.8	162.9	169.9	169.9	105.15	171.8	178.3	168.7	179.5	183.7	179.5	162.9	171.0	178.3	127.9	98.2	100.9	97.1	99.8	83.43333333333334	125.2	126.7	174.1	104.0	124.4	179.5
LOC108010031|XP_016930322.1|DSUZ	295.8	390.6	380.9	396.0	375.9	400.6	396.4	375.75	386.0	513.1	535.4	611.7	506.9	494.2	351.3	593.6	594.3	513.1	554.7	542.3	573.5	579.7	556.4	535.4	538.9	545.0	294.53333333333336	557.0	393.7	557.0	511.9	370.35	600.1	646.0	587.0	542.7	527.7	592.8	397.1	323.6	396.4	389.4	386.3	394.4	320.1	397.9	548.9	401.4	396.4	597.8
LOC108016616|XP_016938800.1|DSUZ	0	58.9	112.8	59.3	78.6	56.6	59.3	183.7	0	371.7	375.6	488.4	372.1	387.5	421.4	473.0	476.1	359.4	366.3	375.9	387.1	438.0	117.1	374.0	192.55	355.1	369.4	320.9	78.6	333.2	494.6	385.6	462.6	552.0	464.2	347.4	305.4	494.2	79.7	77.4	59.3	0	0	57.0	79.3	79.3	342.0	66.6	77.8	461.5
LOC108016677|XP_016938884.1|DSUZ	41.6	0	0	0	0	0	0	70.1	0	186.0	152.1	314.7	154.5	133.7	327.8	301.2	288.1	141.7	210.7	161.0	248.8	300.1	222.2	152.5	145.6	154.5	210.3	224.9	0	211.5	287.0	244.2	297.7	389.0	306.6	151.4	166.4	297.0	0	0	0	0	0	0	0	0	154.5	0	0	283.9
LOC108009966|XP_016930215.1|DSUZ	60.05	0	58.0	0	0	0	0	73.6	0	456.4	364.0	501.9	455.7	376.3	451.1	475.7	516.2	329.7	433.3	350.9	428.3	482.3	430.45000000000005	362.1	373.2	368.2	387.1	448.0	0	453.4	469.5	441.0	483.4	601.3	481.5	387.9	382.1	479.9	0	0	0	0	0	0	0	0	356.7	0	0	478.0
LOC108015409|XP_016937323.1|DSUZ	0	0	0	0	0	0	0	0	0	756.5	380.9	1058.5	790.0	536.2	1005.4	1005.7	1047.7	403.3	641.3	418.7	900.6	1055.8	582.0	386.7	409.8	425.6	652.1	595.1	0	587.0	1107.4	911.0	1087.4	1393.3	1122.1	436.8	397.1	1062.0	0	0	0	0	0	0	0	0	378.3	0	0	1087.8
LOC108015062|XP_016936790.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	518.8	0	0	222.6	283.9	276.9	0	0	0	0	236.9	0	0	0	0	0	0	0	0	325.5	0	196.1	582.0	355.9	0	0	302.4	0	0	0	0	0	0	0	0	0	0	0	230.4333333333333
LOC108008630|XP_016928000.1|DSUZ	110.55	0	128.3	0	0	0	0	86.7	0	495.7	424.1	669.8	509.2	408.3	625.2	587.8	561.2	430.3	506.5	432.2	566.6	593.2	498.0	422.5	437.6	431.0	477.45	503.1	0	497.7	605.1	575.1	595.5	743.4	647.9	433.0	449.9	591.7	0	0	0	0	0	0	0	0	337.4	0	0	587.4
LOC108004938|XP_016923526.1|DSUZ	0	0	0	0	0	0	0	0	0	852.8	373.65000000000003	2224.1	792.7	248.25	1500.0	1671.8	1793.1	641.3	826.6	636.0	919.1	1517.7	951.0	379.8	287.9666666666667	716.1	357.43333333333334	969.9	0	793.9	1510.4	943.7	1640.9	4782.2	1743.4	663.7	389.85	1569.3	0	0	0	0	0	0	0	0	320.1	0	0	1536.5
LOC108005340|XP_016924065.1|DSUZ	0	0	0	0	0	0	0	0	0	114.8	0	242.3	116.3	0	168.3	94.7	140.2	0	0	0	64.3	150.6	51.6	0	0	45.8	41.2	50.4	0	51.6	174.9	61.6	164.1	318.9	198.7	45.4	0	180.3	0	0	0	0	0	0	0	0	0	0	0	159.8
LOC108020265|XP_016943876.1|DSUZ	0	0	0	0	0	0	0	0	0	262.7	103.6	361.3	278.1	102.1	318.9	323.9	329.3	156.8	131.0	161.4	256.9	296.2	170.2	98.6	105.1	190.7	182.6	175.3	0	176.0	323.9	254.6	297.0	383.6	302.8	197.2	162.9	305.4	0	0	0	0	0	0	0	0	116.3	0	0	312.8
LOC108010206|XP_016930539.1|DSUZ	0	0	0	0	0	0	0	0	0	105.1	0	246.1	117.1	0	179.9	191.0	199.9	0	66.2	0	149.8	164.1	65.9	0	0	0	66.2	63.9	0	68.9	204.5	139.4	192.2	265.0	215.7	0	0	186.8	0	0	0	0	0	0	0	0	0	0	0	192.2
LOC108013075|XP_016934188.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	243.8	0	0	228.4	199.9	192.2	0	0	0	0	221.1	0	0	0	0	0	0	0	0	240.0	0	225.3	311.6	235.3	0	0	216.5	0	0	0	0	0	0	0	0	0	0	0	206.8
LOC108017079|XP_016939528.1|DSUZ	65.60000000000001	108.2	131.0	112.8	72.80000000000001	110.2	111.7	88.2	110.5	368.6	285.0	689.5	481.9	303.1	650.2	558.1	677.2	154.85	373.2	301.6	446.0	541.6	471.1	283.5	276.9	348.2	469.9	422.95	96.3	455.3	672.9	500.7	569.7	920.6	508.1	325.9	358.6	587.0	77.6	72.2	108.2	0	109.4	107.5	106.7	103.2	260.4	118.6	84.0	538.5
LOC108019799|XP_016943290.1|DSUZ	77.4	61.2	0	61.6	71.6	63.5	61.6	65.1	50.4	127.1	116.3	146.7	128.3	112.5	142.9	141.0	144.1	115.5	131.7	116.3	136.7	142.9	135.06666666666666	116.3	116.3	116.3	119.0	135.6	67.4	135.6	143.3	136.7	141.7	151.0	144.8	114.8	131.0	145.6	71.2	71.2	59.7	48.5	52.4	59.7	0	0	111.3	72.8	73.9	140.6
LOC108020303|XP_016943926.1|DSUZ	193.23333333333335	167.9	216.1	176.4	156.0	203.8	183.0	182.2	171.4	312.0	292.7	377.1	315.8	0	342.0	350.9	341.7	257.93333333333334	310.8	297.4	338.6	349.0	320.9	292.0	285.0	292.4	313.5	320.9	162.29999999999998	320.9	342.4	340.1	349.0	388.3	362.5	293.9	303.5	347.8	163.7	166.0	156.2	173.7	178.3	173.3	162.9	165.2	303.5	0	183.0	346.7
LOC108008814|XP_016928208.1|DSUZ	75.9	0	75.5	0	63.2	0	0	0	0	154.5	0	202.2	154.8	115.5	178.7	173.7	189.9	122.9	139.4	123.6	155.6	168.3	138.25	121.7	119.4	127.9	133.3	140.6	64.3	140.6	177.9	153.7	169.5	206.5	186.8	125.9	135.6	177.6	60.5	0	0	0	0	0	62.8	62.8	0	62.0	61.6	170.6
LOC108008782|XP_016928169.1|DSUZ	0	0	0	0	0	0	0	0	0	95.1	0	127.5	89.0	59.3	102.4	95.9	112.1	55.8	0	0	89.0	100.5	56.6	48.9	49.7	67.4	54.3	53.9	0	53.9	102.4	70.1	96.7	147.9	114.4	67.0	52.8	94.7	0	0	0	0	0	0	0	0	56.2	0	0	99.8
LOC108013621|XP_016935054.1|DSUZ	45.1	0	0	0	0	0	0	0	0	532.7	417.2	611.3	523.9	416.8	526.9	582.8	587.8	409.8	481.9	421.4	459.5	587.8	463.0	422.5	421.8	425.2	471.5	451.1	0	435.6	559.7	454.1	579.3	612.8	600.9	427.2	445.3	588.2	42.4	0	0	0	0	0	0	0	368.2	0	43.9	578.2
LOC108009074|XP_016928578.1|DSUZ	1300.4499999999998	770.0	305.8	814.7	585.5	764.2	787.3	413.0	377.5	2495.3	0	2853.5	2476.8	2219.5	2719.9	2734.9	2789.2	2204.5	2231.1	2333.5	2458.7	2490.3	1322.5500000000002	2432.5	2416.7	2270.0	2224.9	2303.1	730.3	2222.6	2767.3	2416.3	2751.1	3009.2	2687.9	2260.0	2300.0	2788.4	403.7	724.2	746.5	651.7	779.6	747.7	608.6	676.8	2404.4	884.8	369.95000000000005	2745.7
LOC108021230|XP_016945325.1|DSUZ	429.5	295.4	301.4	296.6	68.2	287.3	297.7	369.0	279.3	662.5	674.5	738.4	662.5	620.9	731.1	727.6	714.5	623.6	650.2	677.6	717.6	727.6	678.3	672.2	675.6	676.0	691.4	649.8	224.2	649.8	736.5	716.5	727.2	750.7	743.0	680.2	648.7	733.8	136.0	185.7	298.9	229.6	293.9	297.7	216.9	199.1	658.7	320.1	228.8	727.2
LOC108008881|XP_016928275.1|DSUZ	0	0	0	0	0	0	0	0	0	266.5	0	298.1	264.2	203.8	284.6	294.3	295.0	197.6	205.3	213.0	258.8	290.8	206.68	212.6	208.4	216.9	202.6	209.1	0	209.1	293.9	261.5	289.3	303.5	295.8	216.9	223.0	296.6	0	0	0	0	0	0	0	0	222.6	0	0	289.3
LOC108012871|XP_016933848.1|DSUZ	197.6	165.2	357.5	179.5	107.1	0	172.9	309.3	189.1	1543.9	1102.0	2031.1	1515.7	1046.6	1848.2	1730.7	1819.3	948.7	1340.5	1107.0	1595.9	1616.7	1295.8	1068.9	1046.6	0	1316.2	1326.2	138.7	1325.1	1905.2	1557.7	1747.3	2255.3	1779.6	1048.9	1112.4	1823.5	161.0	0	165.2	117.1	214.5	198.4	159.1	149.1	1086.2	228.4	154.8	1768.4
LOC108009499|XP_016929389.1|DSUZ	277.7	0	395.2	107.45	111.7	177.6	114.94999999999999	305.4	104.2	825.9	780.4	855.1	823.5	766.5	830.1	846.3	844.3	788.9	807.7	778.1	828.2	846.3	807.75	780.4	780.8	785.8	799.3	808.9	175.6	807.0	830.1	822.4	851.3	890.6	842.0	785.4	770.0	847.4	112.25	102.85	110.55	0	104.6	112.85000000000001	164.1	163.7	731.9	0	115.15	849.7
LOC108016749|XP_016938980.1|DSUZ	85.5	80.5	253.4	76.6	132.1	46.6	76.6	233.8	68.2	770.4	694.9	1200.7	855.5	624.8	878.6	1006.1	1067.0	486.9	540.0	679.5	773.9	991.1	605.9	699.1	674.1	669.1	540.0	612.8	87.45	636.0	1000.0	789.3	986.9	1290.4	912.1	650.6	602.1	1021.9	135.6	131.0	81.6	63.5	0	79.3	133.3	131.3	613.6	67.4	141.0	968.8
